longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-118.29,33.98,48,1124,231.0,783,223,3.4444,<1H OCEAN,131633.0
-117.92,34.08,35,1860,323.0,1011,305,3.5536,<1H OCEAN,199530.0
-117.93,34.15,14,9610,2005.0,4723,1907,4.0393,INLAND,189926.0
-117.09,32.99,18,3215,588.0,1618,509,4.6028,<1H OCEAN,197778.0
-118.36,33.84,35,1577,279.0,743,274,5.7654,<1H OCEAN,326127.01
-121.94,36.98,21,3520,831.0,1486,753,3.0905,NEAR OCEAN,267176.01
-117.92,33.84,45,2019,394.0,1549,377,4.6111,<1H OCEAN,199352.0
-118.34,34.01,35,1359,359.0,655,341,2.5568,<1H OCEAN,181441.02
-117.08,34.96,28,1777,307.0,721,259,3.6343,INLAND,73466.0
-117.24,33.23,21,1718,308.0,1194,312,3.4359,<1H OCEAN,175462.01
-118.19,34.19,34,2061,260.0,825,254,15.0001,<1H OCEAN,499858.98
-124.16,40.79,52,1264,277.0,591,284,1.7778,NEAR OCEAN,69377.0
-118.33,34.01,43,2227,564.0,956,472,2.0217,<1H OCEAN,172207.0
-117.2,34.04,24,1587,222.0,676,234,6.0715,INLAND,162621.0
-117.84,33.77,26,3350,581.0,1314,550,3.5195,<1H OCEAN,224131.0
-117.66,35.6,14,1740,391.0,850,317,2.5812,INLAND,83916.0
-118.22,34.08,34,1709,562.0,2105,503,1.9704,<1H OCEAN,155352.01
-118.46,34.17,24,2814,675.0,1463,620,4.1875,<1H OCEAN,255222.0
-122.27,37.85,52,1228,293.0,648,303,2.1202,NEAR BAY,145703.0
-118.38,33.87,27,2287,491.0,1101,466,4.675,<1H OCEAN,372813.01
-117.25,32.94,16,4755,807.0,1829,756,6.7694,NEAR OCEAN,352858.03
-122.31,37.54,46,2444,397.0,952,402,4.75,NEAR OCEAN,358247.12
-119.72,36.76,23,6403,,3573,1260,2.3006,INLAND,77920.0
-118.0,33.94,37,903,158.0,444,158,3.75,<1H OCEAN,183253.0
-121.15,38.89,20,2024,313.0,879,309,5.2903,INLAND,196554.0
-122.0,37.36,19,2237,433.0,1158,426,6.7718,<1H OCEAN,326701.01
-121.9,38.01,16,2604,454.0,1696,481,4.6628,INLAND,161838.0
-122.78,38.52,23,2511,549.0,1052,527,2.4922,<1H OCEAN,172367.0
-117.2,34.13,14,3998,711.0,1509,665,3.4138,INLAND,112077.0
-118.13,34.44,10,2726,465.0,1773,459,4.8295,INLAND,236139.0
-118.38,34.15,36,2933,619.0,1115,579,4.3036,<1H OCEAN,408918.13
-118.9,34.26,5,25187,3521.0,11956,3478,6.9712,<1H OCEAN,346305.06
-121.82,37.35,24,2298,575.0,2409,569,3.4509,<1H OCEAN,179968.0
-119.57,36.7,30,2370,412.0,1248,410,3.1442,INLAND,89597.0
-118.59,34.25,15,9716,2387.0,4992,2225,3.6231,<1H OCEAN,221920.0
-117.5,34.66,20,1319,309.0,486,196,2.0184,INLAND,98803.98
-122.04,37.3,25,3807,600.0,1678,600,6.6818,<1H OCEAN,352383.07
-117.83,33.75,34,2660,601.0,1475,567,3.4152,<1H OCEAN,184721.0
-117.05,33.52,5,3471,530.0,1541,502,4.8083,<1H OCEAN,226847.0
-116.33,33.75,5,19107,3923.0,2880,1376,4.036,INLAND,157389.02
-118.92,34.4,23,1290,283.0,1060,279,3.3152,<1H OCEAN,190947.0
-118.43,34.3,28,271,61.0,246,62,1.7062,<1H OCEAN,191997.04
-120.99,38.67,8,4913,744.0,2005,723,5.4413,INLAND,209882.0
-119.77,36.77,38,3065,658.0,1441,625,2.0564,INLAND,65898.0
-120.67,38.76,35,2104,403.0,1060,400,2.1682,INLAND,97018.0
-122.11,37.89,32,2372,516.0,1067,492,4.3235,NEAR BAY,278446.02
-121.28,38.9,31,1297,259.0,765,240,2.7656,INLAND,99005.0
-117.25,33.2,10,2050,473.0,1302,471,2.7961,<1H OCEAN,143339.0
-117.47,33.98,8,12106,1913.0,5810,1717,4.9886,INLAND,161737.0
-118.08,33.9,42,1768,372.0,1155,368,3.558,<1H OCEAN,179248.0
-118.32,33.79,21,6638,1634.0,3240,1568,3.6797,<1H OCEAN,332593.0
-122.38,41.54,14,4453,797.0,1817,685,2.7468,INLAND,92097.0
-118.31,34.02,41,1046,216.0,727,201,1.6667,<1H OCEAN,128589.0
-117.84,34.13,26,3773,694.0,2103,688,4.6937,INLAND,217735.0
-117.63,34.09,8,3557,890.0,2251,765,2.6818,INLAND,122664.0
-117.64,33.63,10,4814,643.0,1808,588,8.798,<1H OCEAN,385265.08
-122.28,37.52,27,2958,655.0,1285,577,4.0801,NEAR OCEAN,334696.01
-122.78,38.37,21,795,163.0,414,162,3.7991,<1H OCEAN,207860.0
-119.83,36.77,23,2168,503.0,1190,425,2.625,INLAND,72909.0
-116.35,34.13,9,1969,406.0,805,349,1.5491,INLAND,72088.0
-116.52,33.84,17,4465,859.0,853,445,3.6875,INLAND,137643.0
-120.97,38.65,9,3707,602.0,1601,555,4.0714,INLAND,173671.0
-122.43,37.8,52,3172,848.0,1259,806,4.1047,NEAR BAY,489025.83
-118.12,33.96,38,2105,348.0,956,350,4.4125,<1H OCEAN,240522.0
-119.52,36.61,33,1225,275.0,1065,248,1.8958,INLAND,60297.0
-116.96,32.79,35,1081,266.0,691,259,2.6324,<1H OCEAN,155008.0
-121.54,39.47,14,1724,315.0,939,302,2.4952,INLAND,93651.0
-121.13,36.2,16,1868,443.0,1323,436,2.9559,<1H OCEAN,167634.0
-121.41,38.58,18,6955,1882.0,2803,1740,3.089,INLAND,136768.0
-118.16,33.85,36,1979,339.0,952,339,4.0815,<1H OCEAN,217765.0
-121.43,38.57,46,2443,476.0,939,457,3.5893,INLAND,138702.0
-118.31,34.06,24,1336,453.0,1268,426,2.8202,<1H OCEAN,256181.03
-121.2,39.23,9,2802,447.0,955,418,5.2359,INLAND,186394.0
-117.89,33.74,34,1759,353.0,2083,330,3.2292,<1H OCEAN,166453.0
-121.77,36.71,18,6601,1395.0,3562,1299,3.512,<1H OCEAN,215553.0
-118.02,33.96,36,2002,361.0,913,311,4.5446,<1H OCEAN,221246.01
-121.27,38.65,33,1984,289.0,842,276,5.2949,INLAND,199599.0
-122.28,37.85,49,1130,244.0,607,239,2.4597,NEAR BAY,137605.0
-118.38,34.08,48,1226,288.0,370,264,3.9375,<1H OCEAN,401775.19
-121.98,37.31,28,3840,629.0,1883,662,6.4095,<1H OCEAN,343505.07
-116.72,33.56,13,3166,682.0,1250,475,2.355,INLAND,138712.0
-118.0,33.92,26,2830,399.0,1204,404,6.1273,<1H OCEAN,291493.0
-118.17,33.91,39,1157,273.0,877,305,3.1087,<1H OCEAN,151832.0
-117.08,33.01,5,5659,931.0,2565,902,6.1949,<1H OCEAN,277087.0
-122.13,36.97,27,991,194.0,543,155,4.7188,NEAR OCEAN,269278.06
-117.51,34.0,36,3791,746.0,2258,672,3.2067,INLAND,124790.0
-118.46,34.27,28,1865,463.0,1182,440,2.6193,<1H OCEAN,182269.0
-120.26,38.13,17,301,94.0,122,47,4.0583,INLAND,139592.0
-118.44,34.27,36,1111,275.0,1333,266,3.5347,<1H OCEAN,151928.0
-117.21,32.85,15,2593,521.0,901,456,4.2065,NEAR OCEAN,223578.0
-122.86,38.62,35,2597,522.0,1231,499,2.7432,<1H OCEAN,178150.0
-122.19,37.83,29,1791,271.0,661,269,6.8538,NEAR BAY,365978.14
-121.03,37.63,5,2881,584.0,1490,570,3.0398,INLAND,133492.0
-118.33,33.88,36,1271,346.0,811,345,3.2417,<1H OCEAN,237892.0
-119.68,36.8,7,2855,518.0,1748,498,4.2066,INLAND,101142.0
-117.2,32.76,40,581,157.0,298,156,2.4,NEAR OCEAN,230334.09
-118.46,34.01,43,513,98.0,266,103,5.6428,<1H OCEAN,321972.04
-117.83,34.15,20,2421,306.0,1023,298,8.0683,INLAND,351960.0
-117.33,34.07,32,2086,458.0,1355,412,2.5238,INLAND,91611.0
-120.37,37.98,29,2508,591.0,1112,550,1.6021,INLAND,102688.0
-117.09,32.81,7,6100,1185.0,2710,1040,5.5673,NEAR OCEAN,235437.0
-122.12,37.75,28,794,111.0,329,109,7.6923,NEAR BAY,371379.2
-117.91,33.61,38,1232,178.0,410,171,11.075,<1H OCEAN,498919.93
-120.0,35.91,16,259,53.0,131,38,3.125,INLAND,77988.0
-118.42,34.19,34,2622,572.0,1997,573,3.338,<1H OCEAN,216857.0
-120.71,40.36,19,4462,828.0,2229,777,3.5536,INLAND,110078.0
-120.48,37.32,13,3641,897.0,1737,788,2.1418,INLAND,99244.0
-124.16,40.95,20,1075,214.0,529,196,3.1406,NEAR OCEAN,121586.0
-118.4,34.22,36,2557,540.0,1556,491,3.6591,<1H OCEAN,195115.0
-117.1,32.67,22,1690,541.0,1669,494,2.0213,NEAR OCEAN,99007.0
-118.28,34.08,42,1618,522.0,1454,440,3.1607,<1H OCEAN,215096.0
-118.21,33.79,33,32,18.0,96,36,4.5938,NEAR OCEAN,228699.04
-117.29,34.12,40,2198,612.0,1517,531,1.0951,INLAND,75437.0
-118.21,33.9,41,941,233.0,973,253,1.9583,<1H OCEAN,124914.0
-118.01,34.08,35,1852,358.0,1414,347,4.275,INLAND,224520.0
-122.48,37.59,29,5889,959.0,2784,923,5.3991,NEAR OCEAN,298431.01
-118.32,34.09,34,1478,675.0,1976,653,2.0557,<1H OCEAN,214513.0
-122.41,37.73,33,2789,567.0,1682,552,3.8643,NEAR BAY,247379.0
-116.97,32.65,4,16450,2833.0,7985,2683,5.6631,NEAR OCEAN,245131.0
-122.23,37.82,52,1611,203.0,556,179,8.7477,NEAR BAY,443360.23
-118.6,34.07,16,319,59.0,149,64,4.625,<1H OCEAN,369801.27
-117.82,33.67,15,1010,274.0,649,261,2.5197,<1H OCEAN,168907.0
-122.51,37.76,43,2527,619.0,1332,558,3.0465,NEAR OCEAN,314945.0
-121.95,37.32,33,726,168.0,351,147,3.1458,<1H OCEAN,253477.0
-121.52,38.59,35,6418,1545.0,3814,1496,1.6647,INLAND,95029.0
-118.25,33.99,39,1274,319.0,1362,324,2.1793,<1H OCEAN,111022.0
-118.47,35.72,18,4754,1075.0,1366,690,2.0694,INLAND,82557.0
-122.16,37.68,16,1687,348.0,568,352,2.3869,NEAR BAY,185091.0
-117.87,34.11,34,1324,211.0,799,228,4.5234,<1H OCEAN,183664.0
-119.48,37.0,16,2904,551.0,1467,509,3.1736,INLAND,107483.0
-117.08,32.64,11,1651,533.0,947,515,1.6806,NEAR OCEAN,108220.0
-117.41,33.96,32,2837,617.0,1393,595,2.3798,INLAND,109858.0
-124.16,40.6,39,1322,283.0,642,292,2.4519,NEAR OCEAN,79872.0
-118.29,33.81,19,7023,1538.0,3993,1412,5.0532,<1H OCEAN,287187.01
-121.88,37.24,14,7174,950.0,2782,899,8.3065,<1H OCEAN,418242.01
-122.21,38.09,37,4368,779.0,2083,741,3.8667,NEAR BAY,141679.0
-121.67,39.26,29,3041,683.0,2106,687,1.6315,INLAND,69021.0
-121.7,36.48,19,2150,479.0,1052,428,3.5039,<1H OCEAN,226868.01
-124.09,40.88,50,921,187.0,420,187,2.2188,NEAR OCEAN,82688.0
-122.44,37.52,16,7077,1179.0,3502,1148,5.9919,NEAR OCEAN,379990.09
-117.68,33.49,18,4173,625.0,1649,634,6.3568,<1H OCEAN,297123.0
-118.09,34.06,38,3230,840.0,3485,827,2.629,<1H OCEAN,176041.0
-120.48,37.31,42,2361,512.0,1684,511,2.355,INLAND,82148.0
-122.56,41.53,29,1729,355.0,848,328,2.2024,INLAND,61124.0
-117.66,33.51,18,2626,,1302,522,4.0167,<1H OCEAN,222736.02
-121.15,38.68,6,9798,1551.0,4583,1494,5.0159,INLAND,186593.0
-118.13,33.82,44,1785,307.0,779,291,4.3056,<1H OCEAN,250630.0
-118.28,33.93,45,529,112.0,448,120,3.5833,<1H OCEAN,143289.0
-117.19,32.77,16,3273,670.0,1305,671,4.1368,NEAR OCEAN,232365.0
-121.29,38.01,2,6403,1116.0,3327,957,4.4871,INLAND,163503.0
-117.86,33.75,5,187,49.0,207,51,1.8,<1H OCEAN,313083.34
-122.98,38.44,29,4450,939.0,1328,590,3.1,<1H OCEAN,172981.0
-120.54,38.75,9,3006,540.0,1102,418,3.9812,INLAND,136951.0
-118.08,33.81,21,1189,281.0,577,264,3.3155,<1H OCEAN,230554.01
-122.28,37.8,38,684,176.0,344,155,2.0114,NEAR BAY,128895.0
-118.22,33.81,38,1486,359.0,1345,326,3.3988,NEAR OCEAN,163436.0
-121.32,36.43,22,2927,637.0,2546,618,2.7153,<1H OCEAN,129427.0
-117.98,34.02,32,2945,651.0,2044,652,3.1979,<1H OCEAN,178172.0
-121.45,38.57,52,2006,412.0,825,384,3.2963,INLAND,148894.0
-118.95,35.37,34,1672,359.0,1059,349,2.1588,INLAND,60045.0
-117.55,33.9,21,1839,324.0,871,307,3.4459,INLAND,147016.0
-121.91,36.59,17,5039,833.0,1678,710,6.2323,NEAR OCEAN,387276.12
-118.2,33.8,42,4577,1146.0,2749,1094,2.5012,NEAR OCEAN,178833.0
-122.47,37.89,23,10774,1736.0,3895,1683,7.2905,NEAR BAY,399449.09
-122.19,37.76,38,1493,370.0,1144,351,0.7683,NEAR BAY,90925.0
-118.36,34.04,49,995,184.0,462,194,2.7917,<1H OCEAN,207140.02
-122.29,37.89,52,2269,380.0,1004,371,5.1696,NEAR BAY,299583.01
-117.12,32.96,15,2869,405.0,1526,402,6.0175,<1H OCEAN,258352.0
-121.68,36.9,13,833,130.0,405,127,5.2729,<1H OCEAN,283739.02
-118.36,34.21,41,337,65.0,198,50,1.8929,<1H OCEAN,205815.03
-122.32,37.95,35,1612,354.0,887,331,2.5769,NEAR BAY,118378.0
-117.86,33.77,39,4159,655.0,1669,651,4.6111,<1H OCEAN,226455.0
-117.11,33.14,10,3208,636.0,1395,582,3.4455,<1H OCEAN,170477.0
-117.89,33.99,22,3272,618.0,1784,591,4.0324,<1H OCEAN,194563.0
-118.14,33.91,37,932,171.0,578,175,4.375,<1H OCEAN,190373.0
-117.65,35.0,36,1184,316.0,672,241,1.9107,INLAND,67484.98
-118.14,34.09,38,1745,457.0,1547,460,2.85,<1H OCEAN,195690.0
-118.26,34.13,37,196,74.0,194,68,1.2188,<1H OCEAN,227178.06
-117.85,33.89,24,3326,503.0,1616,494,5.7457,<1H OCEAN,272384.0
-117.93,33.76,17,3341,803.0,3381,825,3.371,<1H OCEAN,185436.0
-122.33,37.58,43,1772,422.0,1573,401,2.7474,NEAR OCEAN,277357.01
-118.35,33.91,28,2108,534.0,1485,536,4.0775,<1H OCEAN,251048.0
-120.87,37.07,26,2036,401.0,1343,414,3.6331,INLAND,200264.0
-117.95,34.07,37,1375,260.0,951,272,3.2083,<1H OCEAN,174749.0
-121.85,37.72,43,228,40.0,83,42,10.3203,INLAND,467796.59
-118.06,33.99,46,1203,219.0,637,211,3.3611,<1H OCEAN,187553.0
-121.46,38.63,26,3185,658.0,2444,626,1.56,INLAND,70742.0
-118.67,34.16,17,16544,2206.0,6214,2118,9.1228,<1H OCEAN,476816.65
-120.04,36.96,23,2126,506.0,2091,491,1.3713,INLAND,55965.0
-121.95,37.96,18,2739,393.0,1072,374,6.1436,INLAND,220409.0
-122.18,37.78,43,1985,440.0,1085,407,3.4205,NEAR BAY,175600.0
-117.31,33.1,15,2392,446.0,747,421,3.5341,NEAR OCEAN,197013.03
-118.02,33.75,26,2989,479.0,1596,475,5.7157,<1H OCEAN,244125.0
-118.71,34.27,26,990,223.0,719,232,3.163,<1H OCEAN,218982.02
-118.29,33.99,46,2608,636.0,1766,596,1.5846,<1H OCEAN,107120.0
-118.45,34.27,35,1579,300.0,1012,265,5.1296,<1H OCEAN,219088.0
-117.66,33.61,21,1932,266.0,860,286,7.1497,<1H OCEAN,294788.0
-117.38,34.08,11,5684,1139.0,3095,1036,3.6875,INLAND,121391.0
-120.81,38.67,14,8396,1578.0,3952,1474,3.0565,INLAND,127247.0
-122.22,37.78,50,1776,473.0,1807,440,1.7276,NEAR BAY,120914.0
-118.29,33.72,25,2469,584.0,1253,535,3.1932,NEAR OCEAN,254236.0
-119.1,35.33,4,6640,898.0,3121,902,6.759,INLAND,245543.0
-117.08,32.91,9,1547,218.0,683,231,7.5604,<1H OCEAN,344611.09
-117.89,33.74,33,619,139.0,1217,146,4.6875,<1H OCEAN,177676.0
-119.31,34.44,5,403,48.0,208,54,12.632,NEAR OCEAN,482535.69
-122.0,37.31,28,3811,585.0,1795,581,7.8383,<1H OCEAN,439142.35
-120.46,34.64,16,686,217.0,614,200,0.8106,NEAR OCEAN,203047.1
-121.12,39.2,9,1431,254.0,681,221,3.045,INLAND,137871.0
-118.2,33.79,48,2105,592.0,1807,539,2.7183,NEAR OCEAN,171025.0
-118.77,34.27,7,3074,794.0,1816,654,2.7137,<1H OCEAN,229793.1
-122.25,37.83,35,1613,428.0,675,422,3.4722,NEAR BAY,238274.02
-122.46,37.78,47,1682,379.0,837,375,5.2806,NEAR BAY,375619.19
-122.04,36.95,27,1987,374.0,961,343,3.9667,NEAR OCEAN,245430.0
-117.99,34.15,44,2492,611.0,1951,596,3.1304,INLAND,178535.0
-118.46,35.13,19,3109,640.0,1457,620,2.6417,INLAND,83221.0
-118.36,34.1,36,2963,838.0,1129,745,2.5588,<1H OCEAN,299916.03
-118.42,34.15,27,2795,602.0,1073,535,5.1496,<1H OCEAN,450016.42
-117.81,34.08,13,18448,2474.0,7775,2397,7.7876,INLAND,316935.0
-117.66,33.64,17,3173,501.0,1555,520,6.7079,<1H OCEAN,282312.0
-118.11,33.83,36,1820,313.0,899,295,4.918,<1H OCEAN,228016.0
-121.88,37.43,31,2573,474.0,1898,475,5.6651,<1H OCEAN,258892.0
-118.1,34.1,34,2578,645.0,1628,617,2.34,<1H OCEAN,190622.0
-119.23,35.77,36,3225,635.0,2034,593,2.4044,INLAND,65942.0
-122.15,37.43,47,2600,490.0,1149,465,5.0203,NEAR BAY,362935.19
-122.42,37.62,36,1017,165.0,407,159,4.8,NEAR OCEAN,312788.0
-118.45,34.01,36,2424,418.0,1123,417,6.4755,<1H OCEAN,424716.18
-118.27,34.08,43,962,253.0,658,244,3.2386,<1H OCEAN,216031.01
-118.38,34.27,8,3248,847.0,2608,731,2.8214,<1H OCEAN,190191.06
-122.02,37.6,31,2155,522.0,1858,437,2.652,NEAR BAY,168715.0
-117.8,34.1,13,2996,495.0,1187,464,6.2456,INLAND,238780.01
-118.38,34.04,39,2614,569.0,1665,553,3.4063,<1H OCEAN,311015.05
-117.83,33.93,14,1956,282.0,671,269,6.5841,<1H OCEAN,289881.0
-117.86,33.62,23,3166,411.0,1092,345,7.9367,<1H OCEAN,350399.09
-117.19,34.05,33,3007,498.0,1252,488,3.8816,INLAND,117621.0
-117.84,33.74,25,1818,577.0,1426,532,3.2104,<1H OCEAN,164779.0
-117.24,32.79,25,2135,691.0,566,320,2.6902,NEAR OCEAN,245891.0
-121.8,37.23,18,2581,358.0,1284,377,6.7385,<1H OCEAN,312933.02
-117.04,34.04,30,3474,735.0,1674,691,2.5863,INLAND,99285.0
-119.8,36.29,7,479,84.0,327,103,5.1728,INLAND,174725.0
-117.9,34.11,23,4776,1316.0,4797,1187,2.1667,<1H OCEAN,168113.0
-117.95,33.77,38,1476,308.0,1114,309,4.1917,<1H OCEAN,192276.0
-122.09,37.67,39,2069,500.0,1408,478,3.1115,NEAR BAY,185711.0
-118.42,34.03,45,1262,223.0,637,221,5.0866,<1H OCEAN,376463.07
-118.05,33.85,25,2856,388.0,1212,362,6.1737,<1H OCEAN,318979.0
-121.79,37.32,6,2850,561.0,2160,581,5.5336,<1H OCEAN,251123.0
-118.16,33.97,39,1444,447.0,1890,416,2.1181,<1H OCEAN,159691.0
-115.59,32.79,8,2183,307.0,1000,287,6.3814,INLAND,201464.0
-117.93,33.93,37,1128,273.0,931,234,2.8,<1H OCEAN,163730.0
-117.3,34.46,8,6246,1273.0,3883,1264,2.7917,INLAND,105146.0
-117.9,33.73,30,746,172.0,1048,163,4.1,<1H OCEAN,165336.0
-122.55,38.0,18,3119,803.0,1395,722,3.9265,NEAR BAY,239447.01
-118.18,33.78,17,1419,436.0,1300,360,2.0769,NEAR OCEAN,149841.0
-119.29,36.12,24,1248,226.0,641,200,2.4722,INLAND,68269.0
-118.45,35.62,18,2304,527.0,782,390,1.4141,INLAND,72870.0
-121.79,37.31,22,2199,361.0,1270,386,5.1149,<1H OCEAN,237338.0
-119.83,36.37,25,1549,269.0,819,272,2.7159,INLAND,80967.0
-122.42,37.74,52,1674,346.0,734,335,3.8864,NEAR BAY,264908.0
-123.18,39.23,18,243,55.0,115,54,2.125,<1H OCEAN,149708.0
-121.29,38.68,20,1881,378.0,921,360,1.8589,INLAND,91225.0
-117.25,32.81,39,1846,350.0,765,329,3.9187,NEAR OCEAN,354261.07
-118.05,33.73,25,2472,450.0,1301,467,5.0699,<1H OCEAN,245157.02
-122.27,37.56,17,3211,847.0,1553,812,4.9434,NEAR BAY,329525.15
-118.33,34.05,44,1574,390.0,1323,404,2.5284,<1H OCEAN,222008.0
-121.39,38.64,33,1503,282.0,652,229,3.6937,INLAND,138630.0
-118.25,34.07,16,719,225.0,801,218,2.3942,<1H OCEAN,204135.0
-122.12,37.42,35,2445,533.0,1187,519,5.2803,NEAR BAY,353954.11
-117.17,34.05,29,4007,700.0,1576,696,3.1801,INLAND,112137.0
-117.33,33.87,14,2300,335.0,1001,311,5.1045,INLAND,174549.0
-117.32,34.06,52,802,160.0,564,131,2.1591,INLAND,92789.0
-121.34,38.03,20,4213,751.0,2071,714,4.4063,INLAND,144553.0
-122.47,37.51,15,4974,764.0,2222,774,6.7606,NEAR OCEAN,409064.14
-121.94,37.54,27,3715,526.0,1631,538,6.2179,<1H OCEAN,307285.03
-118.18,33.89,25,5896,1464.0,4149,1362,2.6742,<1H OCEAN,157607.0
-117.05,32.77,33,3535,683.0,1568,672,2.8097,NEAR OCEAN,162547.0
-118.01,34.05,37,682,172.0,813,173,3.8125,<1H OCEAN,166243.0
-123.16,39.13,33,1320,303.0,1048,303,1.7813,<1H OCEAN,107404.0
-121.27,38.02,32,342,58.0,138,52,2.9821,INLAND,125514.0
-119.86,34.41,24,1576,580.0,1630,531,1.24,NEAR OCEAN,211849.0
-118.18,33.87,44,2137,461.0,1126,439,3.4408,<1H OCEAN,171387.0
-122.24,37.82,52,3665,517.0,1470,520,6.155,NEAR BAY,383502.19
-117.9,33.65,27,3310,598.0,1402,563,6.632,<1H OCEAN,380967.22
-122.26,37.88,52,2604,837.0,1798,769,1.725,NEAR BAY,221063.0
-122.44,37.78,52,2695,657.0,1243,573,2.8569,NEAR BAY,344266.01
-121.81,37.25,5,1975,520.0,861,440,4.4565,<1H OCEAN,253526.02
-118.14,33.86,36,1774,348.0,934,333,4.8571,<1H OCEAN,215217.0
-118.2,34.07,34,1765,551.0,2203,500,2.2708,<1H OCEAN,150295.0
-119.83,36.83,14,2351,341.0,1128,363,6.9903,INLAND,226949.0
-115.91,33.36,15,459,95.0,160,73,0.922,INLAND,55987.0
-116.86,32.8,19,1747,291.0,848,290,4.875,<1H OCEAN,182812.0
-117.97,33.93,31,1975,373.0,918,347,4.4107,<1H OCEAN,223877.0
-118.39,34.19,23,1875,710.0,2555,657,2.0968,<1H OCEAN,180920.0
-122.32,37.54,34,3661,692.0,1608,656,5.0774,NEAR OCEAN,328264.07
-122.25,37.83,28,5022,1750.0,2558,1661,2.4234,NEAR BAY,228066.01
-117.98,34.02,33,3512,632.0,1971,598,4.4653,<1H OCEAN,194910.0
-117.94,33.79,24,4179,784.0,1902,733,4.7986,<1H OCEAN,209076.0
-117.99,33.8,25,3179,639.0,2526,623,3.3281,<1H OCEAN,187056.0
-117.92,34.1,35,2994,603.0,1933,561,4.0052,<1H OCEAN,169931.0
-118.0,33.85,33,2053,418.0,1154,405,4.0455,<1H OCEAN,206114.0
-117.93,33.69,26,2822,473.0,1258,469,6.4441,<1H OCEAN,308572.03
-118.2,34.05,40,1146,323.0,1354,321,1.9205,<1H OCEAN,136309.0
-122.27,37.81,40,880,451.0,582,380,0.977,NEAR BAY,147933.0
-121.3,38.03,11,2866,654.0,1404,525,2.505,INLAND,115587.0
-117.87,33.74,31,2338,652.0,3289,631,2.6734,<1H OCEAN,154142.0
-117.24,33.05,15,3029,555.0,1559,546,5.3129,NEAR OCEAN,271311.01
-117.9,33.85,31,3413,764.0,2326,728,4.325,<1H OCEAN,201269.0
-121.27,37.87,34,1010,206.0,678,234,2.9531,INLAND,104254.0
-118.31,33.96,47,2005,392.0,1134,415,3.7143,<1H OCEAN,149232.0
-118.28,34.1,49,2843,880.0,2004,796,2.7875,<1H OCEAN,212566.0
-122.32,37.97,33,1156,190.0,643,209,4.5,NEAR BAY,201186.0
-121.31,38.66,26,1604,245.0,751,267,4.7381,INLAND,146271.0
-121.43,37.75,41,1717,325.0,855,303,2.75,INLAND,115158.0
-118.29,34.11,24,3696,1125.0,1685,1031,2.3789,<1H OCEAN,236761.0
-122.02,38.38,16,808,137.0,371,145,6.0767,INLAND,224321.0
-122.01,37.92,18,2808,337.0,1038,337,8.3956,NEAR BAY,390317.09
-117.3,34.13,42,2115,557.0,1532,494,1.4531,INLAND,72931.0
-118.37,34.21,33,2034,470.0,1990,423,3.7455,<1H OCEAN,176435.0
-121.83,36.98,19,4431,705.0,1764,679,4.3321,<1H OCEAN,241491.0
-121.96,39.3,39,701,130.0,271,89,2.1845,INLAND,74570.0
-118.3,34.03,37,2781,766.0,2586,729,1.8564,<1H OCEAN,159024.0
-118.3,34.05,44,1612,650.0,2028,593,1.9152,<1H OCEAN,197698.0
-118.01,34.09,29,3402,747.0,2331,690,3.6094,INLAND,200454.0
-117.06,33.01,24,2618,485.0,726,443,3.5192,<1H OCEAN,173453.0
-122.53,37.88,36,2688,485.0,1064,449,4.4583,NEAR BAY,400499.07
-121.24,38.68,20,1402,236.0,676,236,3.7426,INLAND,145215.0
-117.95,34.0,34,2376,468.0,1858,449,4.1328,<1H OCEAN,174574.0
-118.23,34.07,40,506,119.0,397,114,3.1944,<1H OCEAN,139123.0
-117.89,33.87,32,1569,422.0,835,386,3.0465,<1H OCEAN,194300.0
-122.09,37.69,20,4296,817.0,1732,800,4.8036,NEAR BAY,238133.01
-121.63,36.65,44,309,121.0,315,80,1.6071,<1H OCEAN,184405.0
-122.05,37.68,23,7518,1279.0,3827,1294,5.1701,NEAR BAY,258413.0
-117.04,32.71,28,5274,991.0,3727,961,3.57,NEAR OCEAN,139870.0
-117.04,32.7,7,9311,1703.0,7302,1694,4.419,NEAR OCEAN,193852.0
-118.26,34.07,52,1802,613.0,2382,587,1.8438,<1H OCEAN,190347.0
-118.13,34.17,49,1962,435.0,1329,457,3.2898,<1H OCEAN,191961.0
-116.97,32.79,19,4108,1101.0,2971,1006,1.9893,<1H OCEAN,130696.0
-119.55,36.51,46,55,11.0,26,5,4.125,INLAND,121627.02
-120.92,37.65,23,505,124.0,163,129,1.3696,INLAND,107424.0
-120.8,38.51,23,1001,195.0,369,157,3.125,INLAND,125293.0
-121.83,38.0,15,6365,1646.0,3838,1458,2.5495,INLAND,124123.0
-122.42,37.93,47,3453,779.0,1353,728,4.016,NEAR BAY,353494.31
-122.27,37.47,44,3022,473.0,1235,477,6.7058,NEAR OCEAN,443626.46
-122.36,37.94,45,907,188.0,479,161,3.0862,NEAR BAY,145270.0
-118.32,33.33,52,2127,512.0,733,288,3.3906,ISLAND,321510.07
-117.06,32.73,33,3444,619.0,1884,582,3.7891,NEAR OCEAN,129684.0
-118.97,37.64,13,1907,544.0,575,234,3.0685,INLAND,118546.0
